000007.xml,140.0,49.0,499.0,329.0,6.0,0.0,0.0,500.0,333.0,100520.0,166500.0,1.6563867886987664
000012.xml,155.0,96.0,350.0,269.0,6.0,0.0,0.0,500.0,333.0,33735.0,166500.0,4.9355269008448195
000016.xml,91.0,71.0,304.0,472.0,1.0,0.0,0.0,334.0,500.0,85413.0,167000.0,1.9552058820085936
000020.xml,32.0,147.0,370.0,415.0,6.0,0.0,0.0,375.0,500.0,90584.0,187500.0,2.069901969442727
000024.xml,195.0,164.0,488.0,246.0,18.0,0.0,0.0,500.0,335.0,24026.0,167500.0,6.97161408474153
000026.xml,89.0,124.0,336.0,211.0,6.0,0.0,0.0,500.0,333.0,21489.0,166500.0,7.748150216389781
000036.xml,26.0,78.0,318.0,343.0,11.0,0.0,0.0,332.0,500.0,77380.0,166000.0,2.145257172395968
000039.xml,155.0,88.0,343.0,278.0,19.0,0.0,0.0,500.0,375.0,35720.0,187500.0,5.249160134378499
000042.xml,262.0,31.0,499.0,294.0,18.0,234.0,0.0,500.0,335.0,62331.0,89110.0,1.4296257079142
000042.xml,0.0,35.0,234.0,298.0,18.0,0.0,0.0,262.0,335.0,61542.0,87770.0,1.4261804946215593
000046.xml,210.0,233.0,316.0,365.0,2.0,0.0,0.0,332.0,500.0,13992.0,166000.0,11.863922241280731
000052.xml,413.0,231.0,457.0,262.0,15.0,332.0,0.0,500.0,333.0,1364.0,55944.0,41.01466275659824
000052.xml,290.0,236.0,332.0,269.0,15.0,226.0,0.0,413.0,333.0,1386.0,62271.0,44.92857142857143
000052.xml,182.0,237.0,226.0,272.0,15.0,98.0,131.0,290.0,333.0,1540.0,38784.0,25.184415584415586
000052.xml,51.0,243.0,98.0,273.0,15.0,0.0,131.0,182.0,333.0,1410.0,36764.0,26.073758865248227
000052.xml,61.0,95.0,106.0,131.0,15.0,0.0,0.0,182.0,243.0,1620.0,44226.0,27.3
000052.xml,183.0,93.0,224.0,127.0,15.0,106.0,0.0,500.0,231.0,1394.0,91014.0,65.28981348637016
000064.xml,0.0,22.0,450.0,499.0,2.0,0.0,0.0,496.0,500.0,214650.0,248000.0,1.155369205683671
000065.xml,1.0,103.0,397.0,333.0,11.0,0.0,0.0,500.0,335.0,91080.0,167500.0,1.8390425999121651
000099.xml,3.0,76.0,319.0,251.0,7.0,0.0,0.0,500.0,375.0,55300.0,187500.0,3.390596745027125
000102.xml,415.0,174.0,499.0,313.0,17.0,351.0,0.0,500.0,375.0,11676.0,55875.0,4.785457348406989
000102.xml,120.0,133.0,351.0,273.0,17.0,0.0,0.0,415.0,375.0,32340.0,155625.0,4.812152133580705
000107.xml,470.0,173.0,499.0,226.0,16.0,333.0,0.0,500.0,375.0,1537.0,62625.0,40.744957709824334
000107.xml,295.0,148.0,333.0,177.0,9.0,258.0,0.0,470.0,375.0,1102.0,79500.0,72.1415607985481
000107.xml,241.0,145.0,258.0,168.0,16.0,0.0,0.0,295.0,375.0,391.0,110625.0,282.9283887468031
000109.xml,16.0,11.0,481.0,234.0,2.0,0.0,0.0,500.0,254.0,103695.0,127000.0,1.224745648295482
000112.xml,69.0,173.0,276.0,327.0,11.0,0.0,0.0,286.0,500.0,31878.0,143000.0,4.485852311939269
000112.xml,286.0,161.0,315.0,197.0,8.0,276.0,0.0,333.0,500.0,1044.0,28500.0,27.298850574712645
000113.xml,276.0,100.0,353.0,259.0,14.0,0.0,0.0,500.0,332.0,12243.0,166000.0,13.558768275749408
000117.xml,0.0,41.0,497.0,283.0,0.0,0.0,0.0,500.0,333.0,120274.0,166500.0,1.3843390924056738
000118.xml,163.0,96.0,280.0,374.0,7.0,0.0,0.0,500.0,375.0,32526.0,187500.0,5.764619073971592
000120.xml,65.0,120.0,439.0,275.0,11.0,0.0,0.0,500.0,400.0,57970.0,200000.0,3.450060376056581
000121.xml,250.0,27.0,474.0,266.0,19.0,0.0,0.0,500.0,375.0,53536.0,187500.0,3.5023161984459055
000121.xml,21.0,27.0,250.0,272.0,19.0,0.0,0.0,500.0,375.0,56105.0,187500.0,3.3419481329649763
000122.xml,35.0,19.0,429.0,473.0,7.0,0.0,0.0,475.0,480.0,178876.0,228000.0,1.2746259978979853
000123.xml,0.0,25.0,357.0,339.0,18.0,0.0,0.0,500.0,375.0,112098.0,187500.0,1.6726435797248835
000130.xml,3.0,0.0,499.0,248.0,3.0,0.0,0.0,500.0,375.0,123008.0,187500.0,1.52429110301769
000132.xml,42.0,65.0,278.0,362.0,5.0,0.0,0.0,500.0,421.0,70092.0,210500.0,3.0031957998059693
000134.xml,0.0,114.0,486.0,329.0,6.0,0.0,0.0,500.0,371.0,104490.0,185500.0,1.7752895013876926
000141.xml,24.0,52.0,417.0,398.0,2.0,0.0,0.0,500.0,423.0,135978.0,211500.0,1.5553986674314964
000142.xml,25.0,80.0,464.0,265.0,6.0,0.0,0.0,500.0,375.0,81215.0,187500.0,2.3086868189373884
000143.xml,169.0,45.0,499.0,332.0,7.0,0.0,0.0,500.0,333.0,94710.0,166500.0,1.757998099461514
000146.xml,154.0,207.0,251.0,407.0,14.0,0.0,0.0,374.0,500.0,19400.0,187000.0,9.639175257731958
000147.xml,32.0,104.0,64.0,145.0,8.0,0.0,0.0,76.0,333.0,1312.0,25308.0,19.289634146341463
000147.xml,76.0,113.0,113.0,148.0,8.0,64.0,0.0,145.0,333.0,1295.0,26973.0,20.82857142857143
000147.xml,145.0,124.0,174.0,149.0,8.0,113.0,0.0,226.0,333.0,725.0,37629.0,51.902068965517245
000147.xml,226.0,131.0,246.0,153.0,8.0,174.0,0.0,301.0,333.0,440.0,42291.0,96.11590909090908
000147.xml,301.0,126.0,326.0,152.0,8.0,246.0,0.0,372.0,333.0,650.0,41958.0,64.55076923076923
000147.xml,372.0,120.0,401.0,152.0,8.0,326.0,0.0,434.0,333.0,928.0,35964.0,38.75431034482759
000147.xml,434.0,111.0,464.0,148.0,8.0,401.0,0.0,500.0,333.0,1110.0,32967.0,29.7
000154.xml,58.0,75.0,366.0,265.0,3.0,0.0,0.0,440.0,333.0,58520.0,146520.0,2.5037593984962405
000154.xml,440.0,192.0,457.0,212.0,3.0,366.0,0.0,500.0,333.0,340.0,44622.0,131.24117647058824
000158.xml,195.0,82.0,266.0,206.0,2.0,0.0,0.0,500.0,375.0,8804.0,187500.0,21.297137664697864
000165.xml,88.0,53.0,499.0,385.0,14.0,0.0,0.0,500.0,386.0,136452.0,193000.0,1.4144167912526016
000174.xml,142.0,4.0,425.0,332.0,14.0,0.0,0.0,500.0,333.0,92824.0,166500.0,1.7937171421184177
000180.xml,13.0,109.0,495.0,355.0,6.0,0.0,0.0,500.0,375.0,118572.0,187500.0,1.581317680396721
000187.xml,0.0,94.0,239.0,335.0,19.0,0.0,0.0,500.0,375.0,57599.0,187500.0,3.2552648483480615
000189.xml,64.0,38.0,458.0,345.0,2.0,0.0,0.0,500.0,375.0,120958.0,187500.0,1.5501248367201839
000192.xml,115.0,63.0,355.0,374.0,14.0,48.0,0.0,500.0,375.0,74640.0,169500.0,2.2709003215434085
000192.xml,1.0,211.0,48.0,374.0,8.0,0.0,0.0,115.0,375.0,7661.0,43125.0,5.629160683983814
000198.xml,159.0,133.0,285.0,238.0,18.0,0.0,0.0,500.0,335.0,13230.0,167500.0,12.660619803476946
000203.xml,51.0,165.0,166.0,331.0,8.0,0.0,0.0,500.0,333.0,19090.0,166500.0,8.721843897328444
000207.xml,0.0,204.0,112.0,319.0,5.0,0.0,0.0,334.0,500.0,12880.0,167000.0,12.96583850931677
000209.xml,13.0,75.0,399.0,374.0,7.0,0.0,0.0,500.0,375.0,115414.0,187500.0,1.6245862720293898
000210.xml,376.0,210.0,403.0,224.0,6.0,334.0,0.0,442.0,374.0,378.0,40392.0,106.85714285714286
000210.xml,442.0,210.0,467.0,234.0,14.0,403.0,0.0,500.0,374.0,600.0,36278.0,60.46333333333333
000210.xml,322.0,213.0,334.0,225.0,14.0,36.0,0.0,376.0,374.0,144.0,127160.0,883.0555555555555
000210.xml,14.0,213.0,36.0,239.0,14.0,0.0,0.0,322.0,374.0,572.0,120428.0,210.53846153846155
000211.xml,47.0,261.0,243.0,348.0,9.0,0.0,0.0,500.0,375.0,17052.0,187500.0,10.995777621393385
000214.xml,204.0,0.0,499.0,374.0,12.0,0.0,0.0,500.0,375.0,110330.0,187500.0,1.699447113205837
000215.xml,143.0,80.0,337.0,410.0,7.0,0.0,0.0,500.0,468.0,64020.0,234000.0,3.655107778819119
000219.xml,119.0,332.0,309.0,463.0,13.0,0.0,0.0,333.0,500.0,24890.0,166500.0,6.689433507432704
000221.xml,71.0,76.0,431.0,252.0,6.0,0.0,0.0,500.0,332.0,63360.0,166000.0,2.619949494949495
000224.xml,35.0,158.0,219.0,336.0,19.0,0.0,0.0,400.0,375.0,32752.0,150000.0,4.579872984855887
000224.xml,400.0,244.0,499.0,374.0,4.0,219.0,0.0,500.0,375.0,12870.0,105375.0,8.187645687645688
000225.xml,124.0,95.0,354.0,262.0,16.0,46.0,0.0,500.0,333.0,38410.0,151182.0,3.9360062483728195
000225.xml,1.0,21.0,46.0,80.0,16.0,0.0,0.0,124.0,333.0,2655.0,41292.0,15.552542372881357
000228.xml,91.0,81.0,313.0,227.0,0.0,0.0,0.0,500.0,333.0,32412.0,166500.0,5.136986301369863
000236.xml,87.0,168.0,274.0,313.0,2.0,0.0,0.0,500.0,381.0,27115.0,190500.0,7.025631569242117
000241.xml,355.0,182.0,499.0,279.0,3.0,347.0,0.0,500.0,375.0,13968.0,57375.0,4.107603092783505
000241.xml,59.0,108.0,141.0,212.0,3.0,0.0,0.0,245.0,375.0,8528.0,91875.0,10.773334896810507
000241.xml,245.0,133.0,347.0,216.0,3.0,141.0,0.0,355.0,375.0,8466.0,80250.0,9.47909284195606
000242.xml,2.0,2.0,498.0,286.0,7.0,0.0,0.0,500.0,333.0,140864.0,166500.0,1.1819911403907315
000244.xml,115.0,201.0,156.0,229.0,16.0,0.0,0.0,500.0,333.0,1148.0,166500.0,145.0348432055749
000246.xml,59.0,43.0,330.0,309.0,11.0,0.0,0.0,500.0,375.0,72086.0,187500.0,2.601059845184918
000256.xml,7.0,95.0,490.0,231.0,0.0,0.0,0.0,500.0,343.0,65688.0,171500.0,2.610826939471441
000262.xml,342.0,95.0,499.0,195.0,6.0,0.0,0.0,500.0,196.0,15700.0,98000.0,6.24203821656051
000263.xml,18.0,223.0,354.0,322.0,6.0,0.0,0.0,375.0,354.0,33264.0,132750.0,3.990800865800866
000263.xml,0.0,354.0,68.0,498.0,6.0,0.0,322.0,375.0,500.0,9792.0,66750.0,6.816789215686274
000270.xml,149.0,119.0,442.0,182.0,18.0,0.0,0.0,500.0,323.0,18459.0,161500.0,8.749119670621377
000276.xml,128.0,162.0,229.0,318.0,14.0,0.0,0.0,375.0,372.0,15756.0,139500.0,8.853769992383853
000276.xml,161.0,372.0,259.0,499.0,14.0,139.0,318.0,375.0,500.0,12446.0,42952.0,3.451068616422947
000276.xml,31.0,372.0,139.0,499.0,14.0,0.0,318.0,161.0,500.0,13716.0,29302.0,2.1363371245261007
000289.xml,48.0,98.0,336.0,230.0,6.0,0.0,0.0,500.0,333.0,38016.0,166500.0,4.379734848484849
000294.xml,329.0,10.0,453.0,367.0,2.0,166.0,0.0,500.0,375.0,44268.0,125250.0,2.8293575494714016
000294.xml,54.0,92.0,166.0,370.0,2.0,0.0,0.0,329.0,375.0,31136.0,123375.0,3.962455035971223
000298.xml,179.0,31.0,338.0,358.0,14.0,0.0,0.0,500.0,388.0,51993.0,194000.0,3.731271517319639
000304.xml,81.0,95.0,241.0,237.0,19.0,0.0,0.0,375.0,500.0,22720.0,187500.0,8.252640845070422
000311.xml,46.0,41.0,432.0,353.0,6.0,0.0,0.0,500.0,375.0,120432.0,187500.0,1.5568951773614985
000312.xml,2.0,1.0,499.0,333.0,18.0,0.0,0.0,500.0,335.0,165004.0,167500.0,1.0151269060143997
000317.xml,117.0,150.0,406.0,220.0,6.0,0.0,0.0,500.0,354.0,20230.0,177000.0,8.74938210578349
000318.xml,321.0,78.0,435.0,166.0,6.0,300.0,0.0,500.0,331.0,10032.0,66200.0,6.598883572567783
000318.xml,200.0,80.0,300.0,142.0,6.0,0.0,0.0,321.0,331.0,6200.0,106251.0,17.13725806451613
